Wartung_ID;Maschinen_ID;Datum;Wartungsart;Kosten
23188;165;2022-09-29;Inspektion;21527,33
71513;16;2024-06-23;Notfall;3558,7
13685;9;2023-10-29;Notfall;11801,05
30455;177;2020-12-18;Praeventiv;8322,48
30525;235;2023-12-12;Inspektion;10405,91
13701;29;2024-09-11;Praeventiv;21330,56
71611;117;2023-04-02;Praeventiv;3618,43
9593;239;2020-10-06;Reparatur;22369,41
11469;281;2024-01-29;Notfall;9222,59
235;254;2022-05-18;Praeventiv;3291,99
29866;258;2023-04-25;Praeventiv;20335,55
24021;12;2023-05-13;Inspektion;10260,14
43050;104;2021-02-08;Inspektion;20649,94
32088;205;2023-03-11;Inspektion;10424,21
24265;287;2022-04-29;Inspektion;24493,32
63674;206;2021-07-02;Inspektion;19051,41
36515;269;2025-01-25;Praeventiv;17915,04
38295;122;2021-01-06;Praeventiv;11681,47
47618;67;2022-08-18;Praeventiv;13854,99
64656;93;2025-03-05;Praeventiv;24508,97
62522;217;2024-11-05;Praeventiv;22285,8
48353;266;2021-11-17;Praeventiv;9623,1
30089;44;2022-10-19;Praeventiv;15564,91
12598;59;2021-12-22;Notfall;22401,88
20163;241;2020-05-24;Notfall;19296,59
28283;93;2023-08-13;Inspektion;1912,93
10053;181;2024-06-14;Reparatur;11704,13
65703;7;2025-10-11;Reparatur;5857,15
55679;14;2022-05-04;Praeventiv;4636,43
75433;21;2022-04-15;Inspektion;5483,49
78280;241;2025-07-28;Praeventiv;10819,58
70419;109;2020-12-05;Inspektion;19230,58
79328;42;2025-06-11;Reparatur;18403,55
19668;111;2021-11-22;Inspektion;24272,87
23349;159;2021-05-01;Praeventiv;6637,12
27291;35;2025-04-01;Notfall;20154,96
45708;116;2023-09-18;Praeventiv;19668,96
63532;80;2020-01-16;Praeventiv;18786,63
34542;167;2020-12-10;Reparatur;5172,84
39300;136;2023-10-19;Praeventiv;22624,36
52187;273;2020-12-28;Praeventiv;11524,19
1161;42;2021-08-12;Praeventiv;6917,82
19521;92;2022-01-07;Praeventiv;14015,45
44903;107;2023-09-12;Praeventiv;20792,39
24986;57;2022-08-02;Inspektion;21920,81
16602;293;2024-10-23;Reparatur;8777,27
8996;208;2025-12-15;Praeventiv;24606,6
46246;207;2021-08-27;Praeventiv;21359,26
30223;29;2022-11-26;Praeventiv;7920,63
51011;237;2023-05-30;Praeventiv;20415,18
31579;281;2021-08-10;Inspektion;16884,84
960;154;2021-10-08;Inspektion;15871,56
54396;297;2020-05-06;Praeventiv;14144,35
64881;102;2021-01-14;Reparatur;6619,96
68105;15;2025-09-25;Praeventiv;13200,9
79533;110;2021-02-03;Reparatur;6302,63
43314;232;2023-01-25;Reparatur;6299,32
57835;226;2025-05-03;Praeventiv;13325,35
48787;103;2021-02-20;Notfall;15482,07
5905;25;2024-08-29;Reparatur;20792,14
26166;275;2025-02-06;Inspektion;7398,1
52801;225;2022-12-23;Notfall;8252,58
5434;272;2020-10-07;Praeventiv;12483,65
61002;175;2021-11-06;Praeventiv;13626,82
41949;171;2025-10-27;Praeventiv;10131,58
79327;239;2023-12-08;Praeventiv;12112,54
25331;209;2023-01-16;Praeventiv;9483,62
8809;9;2022-08-30;Notfall;14639,57
76490;160;2023-08-24;Praeventiv;5763,27
57526;115;2021-03-13;Inspektion;20993,38
63475;267;2021-09-16;Praeventiv;1009,94
35450;7;2020-01-12;Notfall;19203,85
79769;263;2025-01-02;Inspektion;18425,29
69792;93;2025-10-04;Inspektion;20678,23
35692;207;2021-08-29;Reparatur;10228,89
45099;156;2021-12-31;Notfall;22892,35
19555;130;2021-10-01;Reparatur;10256,87
22547;131;2023-07-14;Notfall;14871,17
21182;143;2024-09-19;Reparatur;22125,11
9055;281;2023-10-20;Praeventiv;9279,86
36067;291;2024-04-04;Inspektion;8537,2
56780;16;2022-06-19;Inspektion;10097,0
42310;278;2023-08-10;Praeventiv;7708,54
66690;11;2021-06-06;Reparatur;1680,64
79485;5;2025-04-10;Notfall;618,12
16295;190;2021-12-03;Praeventiv;19706,99
64103;269;2023-11-03;Reparatur;3794,96
29806;193;2023-07-05;Reparatur;3528,98
55766;288;2022-04-21;Inspektion;6502,64
49702;147;2024-07-15;Reparatur;20461,93
48916;131;2022-12-22;Notfall;6146,47
10591;274;2020-07-18;Inspektion;15070,58
34258;56;2025-09-19;Inspektion;24624,61
19369;173;2021-07-07;Inspektion;13937,84
56837;157;2022-11-13;Praeventiv;20552,79
72533;203;2020-01-22;Notfall;24012,81
59274;112;2025-05-08;Inspektion;3773,82
62965;245;2022-10-23;Praeventiv;13112,54
74263;54;2024-02-28;Praeventiv;8487,5
66938;59;2024-10-13;Reparatur;23919,74
57974;240;2021-06-24;Praeventiv;23484,05
2022;183;2025-09-08;Reparatur;17108,86
56986;127;2020-01-09;Reparatur;22080,48
54859;288;2025-12-27;Praeventiv;2306,91
70620;77;2023-08-11;Inspektion;17715,86
2377;86;2023-12-30;Inspektion;18561,63
73366;17;2020-01-01;Inspektion;15847,56
51246;286;2020-08-15;Praeventiv;3401,6
76459;24;2020-04-03;Praeventiv;20410,65
32431;35;2025-06-01;Reparatur;23951,77
40754;179;2022-04-26;Inspektion;20771,32
38897;24;2023-01-05;Praeventiv;13786,3
17647;199;2025-05-25;Praeventiv;24456,34
13620;25;2021-04-14;Reparatur;1992,06
68994;90;2024-04-03;Praeventiv;4425,63
12255;81;2021-08-30;Reparatur;18964,48
52090;76;2025-04-26;Inspektion;22664,9
56850;58;2024-12-04;Inspektion;24760,58
21700;284;2020-12-30;Praeventiv;19180,41
8190;100;2023-01-26;Inspektion;11895,71
58803;103;2022-03-04;Notfall;10711,94
58899;106;2023-05-18;Praeventiv;5069,46
348;106;2024-07-17;Praeventiv;5899,77
12373;236;2021-01-07;Praeventiv;12737,3
21924;119;2025-05-24;Praeventiv;21618,59
27167;122;2024-10-13;Reparatur;16048,25
21147;65;2022-04-04;Praeventiv;15505,4
4940;291;2024-12-30;Praeventiv;15461,17
32447;282;2023-04-09;Praeventiv;15428,8
355;58;2023-11-01;Praeventiv;612,47
20105;283;2025-10-31;Praeventiv;22813,97
72584;299;2021-09-03;Praeventiv;1019,34
78805;54;2022-05-16;Praeventiv;19717,92
60685;188;2022-02-06;Inspektion;1044,49
4640;9;2021-11-28;Inspektion;17307,91
37533;21;2023-07-06;Inspektion;16933,04
28033;266;2020-03-20;Praeventiv;2094,85
45530;284;2021-10-04;Notfall;20395,87
69423;28;2020-04-23;Notfall;12340,18
2572;63;2024-12-04;Inspektion;9974,78
22700;135;2023-09-22;Praeventiv;8742,63
73955;64;2025-10-29;Praeventiv;5833,75
55234;180;2024-07-16;Praeventiv;10181,73
38768;260;2020-10-29;Praeventiv;23279,89
31503;44;2021-07-06;Praeventiv;14001,36
63146;107;2020-05-12;Inspektion;24825,35
27901;108;2020-12-26;Praeventiv;13263,57
36103;111;2025-11-07;Notfall;13820,15
66149;36;2022-02-07;Notfall;23889,83
8633;31;2022-07-16;Notfall;8255,39
3207;161;2025-12-31;Praeventiv;11324,42
16065;158;2024-05-03;Reparatur;21097,07
24630;85;2025-10-17;Praeventiv;6992,86
33167;31;2020-03-02;Praeventiv;14212,2
51328;16;2025-02-11;Notfall;18020,77
19691;180;2022-05-26;Praeventiv;10907,53
23862;16;2024-03-11;Inspektion;4011,47
77042;261;2023-08-08;Inspektion;625,09
15954;21;2020-02-22;Praeventiv;9603,78
4389;220;2025-06-27;Praeventiv;24342,15
6524;264;2021-01-15;Inspektion;20786,9
21332;36;2024-10-24;Praeventiv;16052,32
56037;39;2021-04-29;Praeventiv;13779,63
22711;162;2022-02-27;Inspektion;2222,81
12680;3;2022-06-19;Praeventiv;7973,3
46972;47;2022-11-16;Inspektion;16279,98
28220;126;2020-10-21;Praeventiv;23218,53
69039;282;2022-06-17;Praeventiv;17335,47
78385;13;2025-03-07;Praeventiv;23501,74
63860;274;2024-12-12;Praeventiv;18877,4
70157;268;2023-12-13;Praeventiv;11662,31
2270;183;2024-09-13;Praeventiv;6452,99
74181;272;2021-12-08;Praeventiv;18933,58
65163;191;2024-04-01;Praeventiv;1860,03
72499;18;2024-01-26;Inspektion;22030,13
77779;163;2020-12-12;Praeventiv;18597,65
38069;16;2025-09-01;Praeventiv;5592,47
44961;170;2021-12-05;Inspektion;7752,0
20897;141;2025-01-09;Reparatur;2450,47
19065;187;2023-01-04;Notfall;24917,07
43835;201;2022-02-25;Praeventiv;20328,74
1159;61;2021-02-24;Reparatur;4452,7
15659;253;2020-07-22;Praeventiv;9313,84
24133;254;2022-04-29;Praeventiv;24290,67
75812;142;2021-10-01;Notfall;20242,91
54984;130;2020-04-11;Praeventiv;19670,44
78213;208;2025-11-22;Inspektion;23021,14
20691;294;2022-09-17;Inspektion;522,36
79261;167;2024-09-09;Praeventiv;794,11
57612;107;2022-10-14;Praeventiv;17086,79
5005;172;2023-10-02;Inspektion;838,13
54204;76;2024-09-12;Praeventiv;19298,41
61986;152;2022-09-04;Praeventiv;10981,46
53541;237;2020-04-22;Inspektion;8813,32
79992;141;2024-03-02;Notfall;16197,67
52643;73;2022-06-06;Praeventiv;11144,98
51429;13;2022-03-04;Praeventiv;19733,5
54910;31;2023-10-16;Inspektion;3861,65
40091;176;2024-06-04;Praeventiv;6803,25
10103;224;2020-12-30;Inspektion;19914,84
65656;218;2022-09-19;Notfall;22734,06
33128;19;2020-03-29;Praeventiv;18867,87
30164;244;2025-05-02;Praeventiv;10964,5
76286;158;2020-02-24;Praeventiv;2643,43
16164;142;2020-02-13;Praeventiv;12692,19
66261;210;2023-12-22;Praeventiv;20924,55
10055;279;2025-07-06;Inspektion;18288,34
36638;149;2023-07-25;Praeventiv;21252,57
44431;31;2024-04-19;Praeventiv;20883,65
34781;55;2023-01-08;Reparatur;15550,57
54160;131;2024-05-16;Praeventiv;4910,9
36399;284;2024-07-19;Praeventiv;22926,68
37402;250;2023-06-26;Praeventiv;1502,18
18148;243;2021-07-01;Reparatur;3980,8
57626;243;2020-05-18;Praeventiv;2241,89
52261;2;2021-09-03;Reparatur;8359,86
69516;67;2024-10-07;Inspektion;5918,91
21535;182;2024-04-20;Praeventiv;5984,58
78077;156;2022-12-22;Notfall;18738,21
47345;102;2020-10-13;Inspektion;23384,46
63081;232;2022-02-01;Inspektion;13678,4
37719;154;2020-02-21;Notfall;8101,28
43655;231;2021-05-20;Reparatur;5942,17
26217;193;2023-09-03;Reparatur;10514,47
52765;152;2024-10-11;Reparatur;6367,36
53765;216;2025-01-07;Reparatur;18580,05
59797;190;2022-06-01;Praeventiv;5043,77
17920;63;2021-07-05;Reparatur;9334,53
53732;112;2023-10-16;Reparatur;4354,17
79043;131;2022-06-01;Reparatur;8254,5
52323;292;2021-03-23;Inspektion;13346,68
49553;201;2023-12-03;Reparatur;14356,7
40421;136;2021-02-01;Praeventiv;2278,11
25968;288;2024-01-19;Praeventiv;18402,88
54196;212;2022-05-31;Inspektion;9927,04
36510;293;2024-10-20;Praeventiv;6591,17
73242;148;2025-07-09;Praeventiv;7856,54
46561;82;2025-08-15;Inspektion;11172,39
64516;263;2021-02-01;Notfall;21460,56
27100;114;2024-10-10;Reparatur;23457,81
66567;272;2022-11-04;Praeventiv;6819,56
17765;45;2022-03-29;Praeventiv;10842,84
47943;187;2025-03-21;Praeventiv;7400,37
45476;97;2020-05-01;Reparatur;12289,59
75179;21;2023-02-04;Praeventiv;16122,3
17583;214;2021-05-14;Inspektion;22359,29
43804;21;2024-09-29;Praeventiv;16815,34
5785;238;2023-05-25;Praeventiv;17886,39
17985;38;2020-02-25;Reparatur;19567,41
36940;126;2024-02-25;Praeventiv;24975,0
31232;157;2022-12-24;Notfall;1860,45
65152;128;2025-12-02;Praeventiv;5233,06
32284;146;2021-07-25;Praeventiv;17804,06
5301;82;2021-07-30;Reparatur;24281,75
11162;67;2023-06-15;Reparatur;12010,37
72815;213;2021-06-13;Praeventiv;23536,88
3879;138;2020-10-27;Praeventiv;14104,58
63120;11;2025-12-14;Inspektion;3362,72
48345;223;2021-12-23;Reparatur;12080,36
10632;227;2022-02-04;Praeventiv;12251,5
46419;125;2022-02-04;Praeventiv;11856,2
32430;259;2024-06-01;Reparatur;12269,71
76977;233;2025-12-04;Inspektion;5203,74
67426;152;2025-08-25;Praeventiv;8792,17
11497;157;2021-06-23;Inspektion;14032,48
72969;10;2021-09-20;Praeventiv;22993,28
29778;107;2023-10-10;Reparatur;18419,72
25498;81;2021-12-27;Inspektion;6001,59
16036;57;2020-08-03;Notfall;22073,29
16510;90;2022-10-19;Praeventiv;4913,53
16613;15;2020-01-17;Inspektion;5373,88
5361;191;2023-03-23;Inspektion;16753,93
39225;16;2022-03-19;Praeventiv;18273,94
73050;238;2023-01-12;Inspektion;14661,02
26689;54;2023-06-22;Praeventiv;5540,36
35324;274;2024-09-18;Inspektion;15407,6
71576;209;2024-09-30;Reparatur;1419,14
73795;79;2021-12-13;Inspektion;19062,28
64738;9;2025-06-18;Praeventiv;4499,82
13581;152;2020-06-21;Praeventiv;1485,71
1290;178;2025-12-17;Praeventiv;11485,75
73323;48;2024-03-28;Notfall;6108,16
53809;99;2020-08-12;Notfall;15028,33
32607;146;2021-08-02;Praeventiv;20982,72
5628;226;2025-10-24;Praeventiv;4664,87
21679;71;2022-07-06;Praeventiv;11052,83
36246;6;2023-08-29;Praeventiv;16696,43
37059;4;2025-05-26;Inspektion;18338,93
514;165;2025-11-26;Praeventiv;3552,17
76627;27;2021-12-10;Praeventiv;4127,01
63354;168;2024-11-19;Inspektion;3868,73
22996;152;2025-12-21;Praeventiv;4710,76
11765;109;2021-06-12;Notfall;20749,7
60828;194;2022-11-19;Reparatur;5005,74
52858;285;2024-08-15;Praeventiv;2105,0
25202;298;2025-05-06;Reparatur;6039,78
66113;178;2020-03-05;Reparatur;21881,35
59110;175;2021-10-25;Praeventiv;5865,78
63529;1;2024-10-23;Praeventiv;13563,15
13361;230;2024-01-03;Praeventiv;8031,27
42318;226;2021-07-06;Praeventiv;14920,04
65961;264;2022-05-28;Reparatur;9837,57
79116;88;2022-12-03;Praeventiv;18978,77
68122;297;2022-11-02;Praeventiv;20794,34
27168;203;2022-02-05;Reparatur;4266,45
43561;134;2023-11-25;Praeventiv;22977,37
36313;254;2020-05-18;Praeventiv;21151,55
58821;228;2022-03-11;Praeventiv;3461,91
50704;270;2020-08-19;Inspektion;7216,64
55445;92;2025-05-21;Praeventiv;11320,83
58091;48;2020-10-22;Reparatur;21716,06
26308;167;2025-02-12;Inspektion;12624,55
28507;89;2022-02-08;Inspektion;11888,16
65299;284;2021-10-15;Notfall;3342,91
38824;138;2020-03-10;Praeventiv;23636,41
31740;160;2025-12-29;Notfall;19394,12
54807;156;2023-06-16;Notfall;5460,59
78866;66;2021-01-08;Reparatur;24465,22
16220;58;2024-04-06;Praeventiv;7947,24
72445;97;2023-04-07;Praeventiv;18925,49
31557;12;2023-09-18;Praeventiv;6038,79
3595;132;2020-04-22;Reparatur;16203,03
31188;273;2021-09-05;Inspektion;18131,25
63750;221;2025-10-23;Inspektion;4853,87
76778;14;2023-01-17;Notfall;10967,64
36154;187;2023-05-22;Notfall;17201,4
552;229;2024-04-10;Praeventiv;11822,65
8690;291;2025-06-15;Praeventiv;8260,63
44773;14;2021-12-18;Reparatur;7458,08
27562;105;2022-08-16;Reparatur;14921,5
41464;270;2020-08-23;Reparatur;818,78
45875;105;2023-06-24;Reparatur;1418,68
7549;177;2025-05-28;Reparatur;23151,77
33909;121;2025-12-02;Praeventiv;13104,3
40582;121;2021-06-17;Inspektion;10852,32
37787;283;2024-03-15;Notfall;17365,94
63798;149;2022-06-22;Praeventiv;1286,47
20463;168;2025-06-01;Praeventiv;3102,91
59056;179;2024-03-23;Praeventiv;5126,51
78051;171;2024-09-11;Inspektion;3560,66
74423;267;2023-12-29;Reparatur;5248,36
54602;50;2020-06-27;Inspektion;18487,08
18459;216;2025-01-30;Reparatur;2890,56
67242;250;2024-09-06;Praeventiv;12939,14
22005;84;2024-08-31;Praeventiv;11400,92
70369;4;2021-03-22;Notfall;12145,66
51097;56;2021-12-07;Inspektion;24954,75
63083;259;2024-01-16;Praeventiv;9407,21
71190;158;2020-02-02;Praeventiv;16514,13
72299;269;2024-10-04;Praeventiv;3175,94
22769;40;2024-01-09;Praeventiv;23903,26
68784;149;2022-05-14;Inspektion;15425,97
65217;118;2021-04-01;Praeventiv;17936,97
47378;40;2024-12-28;Reparatur;15453,28
5433;291;2025-11-10;Reparatur;20639,92
26975;296;2022-08-20;Inspektion;21386,42
72635;133;2024-02-11;Inspektion;7827,18
7205;246;2021-08-17;Reparatur;20430,9
24188;141;2020-12-10;Inspektion;18335,62
60052;298;2024-07-15;Inspektion;14664,16
10708;258;2022-04-15;Praeventiv;8359,46
63101;204;2021-01-19;Reparatur;23012,32
75566;274;2021-10-05;Praeventiv;1940,06
74530;176;2022-09-02;Praeventiv;20925,69
19667;233;2022-08-03;Inspektion;13584,01
29195;226;2024-03-05;Inspektion;17472,18
49344;277;2020-07-02;Inspektion;9736,38
54629;149;2024-08-14;Inspektion;14393,69
69011;147;2023-03-25;Praeventiv;14731,98
78770;53;2022-08-14;Reparatur;20266,95
47549;277;2022-05-27;Praeventiv;17001,15
72860;201;2023-12-20;Inspektion;14287,16
