Finanz_ID;Produktionsauftrag_ID;Umsatz;Materialkosten;Energiekosten;Produktionskosten;Gewinn
219648;311254;970312,28;23474,5;2372,16;33012,66;937299,62
12022;744495;1183476,0;31937,5;3285,0;40735,5;1142740,5
37928;682454;1316002,24;32847,5;3378,6;41026,1;1274976,14
356797;730718;737029,8;14625,0;1404,0;18319,0;718710,8
392183;785974;703263,48;21180,88;2278,77;28987,64;674275,84
95805;25784;1430468,28;29513,0;2897,64;36960,64;1393507,64
36208;604167;243261,9;5802,5;569,7;7350,2;235911,7
271630;464464;2187779,0;42137,5;4045,2;51672,7;2136106,3
237434;265986;1311014,98;31644,5;3197,76;41280,26;1269734,72
263197;645251;1660252,16;41440,0;4262,4;51541,4;1608710,76
140610;685048;173232,63;7497,75;830,52;10239,27;162993,36
265587;411170;329563,41;8203,25;828,96;11595,21;317968,2
278024;333674;790751,22;18558,75;1908,9;26397,65;764353,57
219478;742514;2841675,76;62387,5;5989,2;78856,7;2762819,06
131776;41960;458780,08;13984,0;1468,32;17939,32;440840,76
374792;634409;557424,0;12250,0;1176,0;15261,0;542163,0
316154;369695;258195,99;5901,5;579,42;7026,92;251169,07
379918;498212;247189,8;13598,75;1560,9;19580,65;227609,15
379131;208445;948530,44;28912,0;3035,76;39371,76;909158,68
126986;662845;593098,9;16591,25;1837,8;23070,05;570028,85
318664;220345;1542842,0;33775,0;3242,4;43690,4;1499151,6
221512;446954;2477384,0;54632,5;5436,6;67690,1;2409693,9
74245;193030;1376985,49;34523,5;3389,58;43403,08;1333582,41
209829;745680;811876,98;18995,25;1919,52;25479,77;786397,21
97413;248664;531057,76;11709,5;1149,66;14254,16;516803,6
144283;598351;278832,0;7800,0;864,0;10226,0;268606,0
91804;652694;735502,56;19708,0;2069,34;27563,34;707939,22
394375;746337;709569,0;13781,25;1323,0;18539,25;691029,75
149719;79636;566025,72;19498,25;2238,06;24375,31;541650,41
36319;96326;897474,2;19783,75;1999,2;24656,95;872817,25
373300;460896;994992,88;21907,0;2213,76;27790,76;967202,12
335797;596524;422130,63;9537,62;949,11;12518,74;409611,9
97797;476721;724544,79;21456,38;2308,41;27275,78;697269,0
17431;153243;974430,6;24237,5;2493,0;31879,5;942551,1
93371;608741;92101,95;2876,25;318,6;3702,85;88399,1
388695;792047;70643,4;2037,25;219,18;2946,43;67696,97
105363;369994;449825,82;16137,38;1852,29;22607,66;427218,16
87092;82955;220502,52;4725,0;453,6;6194,6;214307,92
298419;441910;668475,84;17912,0;1880,76;24979,76;643496,08
192366;417345;252441,92;5740,0;590,4;8218,4;244223,52
345941;324996;381306,12;13679,25;1570,14;17956,39;363349,73
192777;309737;418201,84;13586,5;1461,72;18741,22;399460,62
258062;702149;1243598,85;26572,63;2578,11;34663,74;1208935,11
57973;621783;1658233,76;47503,75;4886,1;61011,85;1597221,91
367805;409002;2818874,52;62144,5;6101,46;76723,96;2742150,56
300878;770154;1167497,94;29060,5;2936,64;35887,14;1131610,8
330408;454730;470720,0;18400,0;2112,0;26639,0;444081,0
37089;377490;1349198,4;29040,0;2851,2;34871,2;1314327,2
205232;36932;1224025,6;28576,0;2772,48;35875,48;1188150,12
101153;27240;1107470,67;21543,62;2090,19;27235,82;1080234,86
127063;781954;2342244,85;47841,88;4760,85;59518,72;2282726,12
239693;752209;227405,43;5464,38;562,05;7027,42;220378,0
57779;329404;1898059,78;43347,25;4313,58;54849,83;1843209,95
398602;410160;797800,99;15692,12;1522,47;19830,6;777970,4
1214;413565;801957,24;19129,0;1878,12;22842,12;779115,12
207952;388126;200338,24;6848,0;719,04;9235,04;191103,2
123633;169698;401940,3;9813,5;991,68;12382,18;389558,12
105181;155918;620542,65;12083,5;1186,38;14558,88;605983,77
262350;381264;600902,56;13509,5;1344,36;17856,86;583045,7
202359;275984;749656,16;17701,75;1761,54;23770,29;725885,87
55313;682522;448191,45;9535,12;925,11;12257,24;435934,22
26818;580615;218311,2;7047,0;758,16;10110,16;208201,04
122220;60485;300387,36;11661,0;1338,48;15380,48;285006,88
189737;220711;1181181,44;28576,0;2887,68;41594,68;1139586,76
313433;779733;489467,41;25665,12;2945,91;34071,04;455396,38
396303;631011;674607,92;15627,5;1607,4;19471,9;655136,02
28961;788628;986533,83;24410,25;2466,72;32154,97;954378,86
291211;5565;1064611,13;21745,38;2163,93;27693,3;1036917,82
201185;359085;345469,68;7902,75;786,42;11267,17;334202,51
390299;259056;1478432,07;35654,62;3548,07;46497,7;1431934,37
172319;217153;138519,5;2790,62;270,75;3698,38;134821,12
164877;82348;734877,0;16087,5;1544,4;20247,9;714629,1
39502;713299;918241,45;18943,75;1818,6;24159,35;894082,1
134000;452174;1743805,77;39325,25;3973,92;49851,17;1693954,6
376083;686032;218143,49;8403,62;964,59;11696,22;206447,28
364819;710324;1606628,4;37648,0;3953,04;47296,04;1559332,36
330365;260310;106840,17;2868,0;301,14;3768,14;103072,03
36788;356261;95305,72;2776,75;298,74;3818,49;91487,23
176133;253122;1286666,48;26281,0;2615,28;33461,28;1253205,2
204454;295590;736592,36;18688,38;1813,17;24505,54;712086,82
161309;113528;412353,54;10055,25;1000,62;14240,87;398112,67
180621;333966;1336432,26;34164,38;3514,05;46353,42;1290078,84
239771;91551;601402,06;16264,0;1707,72;21588,72;579813,34
77861;777856;986795,74;23423,75;2409,3;28889,05;957906,69
203455;281142;783355,43;19394,38;1994,85;25355,22;758000,2
266916;798960;1569767,94;33637,5;3229,2;42303,7;1527464,24
48956;662255;467074,8;18333,25;2030,76;23003,01;444071,79
124469;398202;801808,08;20053,5;2157,48;26775,98;775032,1
180164;515328;1337387,2;28823,0;2868,24;36476,24;1300910,96
118470;714139;659307,6;17617,5;1895,4;22856,9;636450,7
210450;713532;398245,12;13604,5;1561,56;18078,06;380167,06
367272;643384;937414,97;26574,87;2859,09;34286,96;903128,01
180011;588850;318132,34;7443,25;752,16;9264,41;308867,93
264251;553367;951352,64;20843,37;2074,17;25495,54;925857,09
285854;394963;2910125,92;62237,5;5974,8;76182,3;2833943,62
379540;149488;364871,08;7618,75;731,4;9601,15;355269,93
362465;588757;378660,15;16689,37;1915,65;22154,02;356506,12
107646;16226;666297,04;14652,25;1421,58;19637,83;646659,21
181405;409861;148005,0;3960,0;415,8;5103,8;142901,2
82187;772716;571236,96;18770,25;2019,42;23701,67;547535,29
89330;482253;2043345,86;44659,25;4444,14;60205,39;1983140,47
227342;496703;232129,43;7983,87;916,41;10515,28;221614,14
25549;786406;3024664,5;58256,25;5592,6;78226,85;2946437,65
223718;329908;2730205,0;60610,0;5950,8;72475,8;2657729,2
290003;222986;100170,56;3291,5;354,12;4426,62;95743,94
54778;563757;2229377,28;47175,0;4528,8;59074,8;2170302,48
283974;464140;1628753,34;36983,5;3737,28;47560,78;1581192,56
238935;256784;262690,82;10197,62;1170,51;13582,14;249108,68
52927;590378;836929,38;16461,75;1597,14;21076,89;815852,49
397945;228967;2932349,85;66318,75;6366,6;83931,35;2848418,5
371650;198141;575834,14;13339,38;1372,05;16470,42;559363,72
115947;753641;2196799,25;48768,5;4788,18;62034,68;2134764,57
398598;215513;610225,2;18378,75;1977,3;22517,05;587708,15
171697;119028;645782,97;15043,25;1520,16;19179,41;626603,56
278829;760245;162970,08;5775,88;662,97;7833,84;155136,24
96386;338242;1396122,04;28188,25;2734,86;38931,11;1357190,93
249891;671535;576106,64;16327,0;1756,56;21336,56;554770,08
199202;440011;796883,56;23051,88;2371,05;28842,92;768040,64
327037;763330;627290,64;22563,0;2589,84;32212,84;595077,8
255656;247009;1254380,23;26962,62;2683,11;36409,74;1217970,49
297675;680800;2171858,76;48422,0;4754,16;61616,16;2110242,6
339846;400968;591122,67;15868,0;1666,14;20370,14;570752,53
26000;32278;708721,2;21151,0;2342,88;29772,88;678948,32
62684;264570;388152,0;9225,0;918,0;12380,0;375772,0
85526;397306;443453,16;12571,5;1352,52;16616,02;426837,14
348391;502981;751962,38;23825,12;2734,71;30563,84;721398,54
287005;775714;378335,16;13245,75;1425,06;17036,81;361298,35
318447;734265;1948562,04;40788,25;4121,76;55011,01;1893551,03
157526;655829;315321,52;12038,0;1333,44;15532,44;299789,08
298136;185574;1358549,01;32248,12;3316,95;40115,07;1318433,94
362243;239784;1075060,16;27093,25;2914,86;35468,11;1039592,05
50241;23455;1343112,14;29037,5;2787,6;37467,1;1305645,04
336446;597205;853661,64;27203,25;3122,46;35178,71;818482,93
209752;48705;986529,12;34539,0;3715,92;45200,92;941328,2
86309;217242;1657106,72;36233,0;3661,44;48865,44;1608241,28
292046;643155;301786,68;7848,75;807,3;10089,05;291697,63
55465;279278;1595063,26;39434,5;3984,96;50001,46;1545061,8
109827;544460;1090158,78;27063,75;2783,7;33881,45;1056277,33
264896;681115;494858,88;9778,5;973,08;12275,58;482583,3
60117;410860;2043339,51;48723,38;4848,57;61973,94;1981365,56
154978;547371;869744,79;28694,25;3178,44;35436,69;834308,1
109361;132244;910466,83;20453,88;2035,41;26341,28;884125,54
133582;104427;213494,26;4955,88;493,17;6480,04;207014,22
244683;21229;1264672,5;37196,25;4120,2;46867,45;1217805,05
292169;484350;138469,48;2876,5;282,42;4007,92;134461,56
61839;109788;180005,68;7202,0;797,76;9455,76;170549,92
181873;77280;292987,8;8280,0;869,4;11818,4;281169,4
216401;743542;898083,63;20363,25;2057,76;28313,01;869770,62
107132;152445;857505,6;26471,25;2932,2;33437,45;824068,15
73729;679304;1430220,0;29550,0;2836,8;41228,8;1388991,2
56187;488345;963786,87;21132,75;2135,52;31344,27;932442,6
175585;659262;896466,06;28008,0;2940,84;42975,84;853490,22
320246;716736;114943,8;3461,88;372,45;4471,32;110472,48
80635;111134;405037,35;8629,5;847,26;10932,76;394104,59
382509;440689;1578680,18;38451,88;3955,05;48776,92;1529903,26
362591;755291;2687447,04;54400,0;5222,4;72362,4;2615084,64
298693;15023;2568016,44;58311,0;5892,48;72370,48;2495645,96
103948;144335;652482,63;21295,12;2444,31;29047,44;623435,19
209549;698899;251781,28;5123,0;497,04;6287,04;245494,24
40589;214377;751188,64;14387,5;1381,2;18771,7;732416,94
331283;584538;492355,54;11244,25;1118,94;16564,19;475791,35
57339;672826;569547,0;16997,5;1882,8;22262,3;547284,7
157097;231592;1159762,5;32500,0;3412,5;41751,5;1118011,0
156058;603245;1852193,28;39300,0;3772,8;49677,8;1802515,48
125330;351469;485120,04;16580,12;1903,11;21357,24;463762,81
264721;212834;1067552,64;23408,0;2365,44;29739,44;1037813,2
62081;249674;94752,0;2925,0;324,0;3939,0;90813,0
97828;31778;1440404,05;41418,12;4260,15;53337,28;1387066,78
378079;414029;2486807,78;55601,12;5532,99;68300,11;2418507,66
45802;443509;1601753,55;33387,62;3239,31;42480,94;1559272,62
97652;465898;2066072,6;43913,75;4437,6;55790,35;2010282,25
361834;367369;1245146,76;30865,5;3119,04;40278,54;1204868,22
332808;782966;603392,48;15236,0;1687,68;23141,68;580250,8
239117;268578;1690466,65;39016,62;3882,63;49375,25;1641091,4
369760;29672;1196523,12;33108,0;3476,34;41437,34;1155085,78
76124;176899;321387,04;9182,12;987,87;12824,0;308563,04
365680;786951;1293563,2;36920,0;4089,6;49108,6;1244454,6
86659;636793;681633,54;23304,75;2674,98;29763,73;651869,81
58743;394109;2303278,2;48010,5;4658,04;58492,54;2244785,66
110869;435980;2781226,5;60043,75;5764,2;76090,95;2705135,55
386687;352806;521415,48;14670,38;1578,33;19486,71;501928,78
355717;454996;1669553,05;32964,62;3198,27;44822,9;1624730,16
140605;666183;258805,75;9278,75;1027,8;12505,55;246300,2
100660;60335;1505044,8;37240,0;3763,2;45947,2;1459097,6
233;580793;708408,16;20492,5;2107,8;26164,3;682243,86
37085;297151;763780,64;18130,0;1864,8;23027,8;740752,84
78563;52952;667727,55;24451,88;2806,65;33264,52;634463,02
202649;377395;53092,34;1727,88;198,33;2449,2;50643,14
175312;349583;310883,16;7049,0;712,32;9194,32;301688,84
112661;197011;2223130,7;44867,38;4353,09;56386,46;2166744,24
15879;519158;464513,28;15317,25;1696,68;19834,93;444678,35
314840;795144;295752,95;11157,25;1235,88;14630,13;281122,82
160119;645181;178658,85;4396,88;452,25;5759,12;172899,72
291547;709718;2110327,94;44561,0;4375,08;55306,08;2055021,86
246929;328241;255515,88;6648,0;698,04;8620,04;246895,84
112563;135651;2973151,3;61337,5;5888,4;76469,9;2896681,4
201640;578231;848339,96;20624,5;2084,16;25506,66;822833,3
106971;380419;672777,6;27513,75;2960,1;33840,85;638936,75
343315;233043;213045,02;6836,75;784,74;9365,49;203679,53
12817;538664;721483,84;18067,0;1943,76;22649,76;698834,08
358034;563335;1165084,76;25620,88;2485,77;31867,64;1133217,12
203195;133730;557504,88;12560,75;1218,66;16782,41;540722,47
104765;218855;109329,22;4016,38;461,01;5546,38;103782,84
86144;325162;1461903,45;31146,5;3058,02;43486,52;1418416,93
387645;517025;422497,62;10516,5;1062,72;14051,22;408446,4
328607;765615;1192004,1;26932,5;2721,6;35144,1;1156860,0
156366;426934;1715668,68;39011,5;3882,12;52592,62;1663076,06
233974;789935;794359,28;21378,5;2368,08;33005,58;761353,7
180017;177822;570988,92;19103,5;2116,08;24745,58;546243,34
41982;143099;607008,15;23727,37;2723,49;37006,86;570001,28
134136;695763;1506136,06;33068,75;3174,6;44797,35;1461338,71
23807;80517;585876,33;20518,88;2355,21;32262,08;553614,25
277988;672408;446758,4;12760,0;1372,8;17059,8;429698,6
10995;640367;2343687,93;52585,5;5162,94;68607,44;2275080,49
250894;418256;2663976,12;58912,5;5655,6;73448,1;2590528,02
140336;457758;725564,72;17132,88;1704,93;23713,8;701850,91
61298;157496;1070414,1;26134,5;2640,96;32104,46;1038309,64
148436;574247;1164867,2;26766,25;2704,8;34324,05;1130543,15
300200;491582;181813,8;7709,0;853,92;9707,92;172105,88
35016;342848;1246126,8;27593,0;2745,84;39559,84;1206566,96
214770;481556;753108,84;15537,5;1491,6;18758,1;734350,74
61689;238687;453401,52;10527,0;1132,56;14950,56;438450,96
316262;239886;485993,04;10593,37;1054,17;12951,54;473041,5
289176;493991;220954,02;5101,5;515,52;6853,02;214101,0
182089;215034;2196982,92;50386,88;5182,65;61901,52;2135081,4
345700;494984;1293189,03;27956,25;2683,8;34583,05;1258605,98
102798;394295;879180,96;32090,5;3554,64;43137,14;836043,82
79578;141218;1137503,63;32237,12;3468,27;41832,39;1095671,23
177032;580913;1110385,34;27771,12;2987,79;37469,91;1072915,42
258253;542476;583639,2;20085,0;2224,8;26093,8;557545,4
98631;20799;1397090,6;33919,38;3488,85;41715,22;1355375,37
31039;391566;338404,08;8242,5;847,8;10872,3;327531,78
30113;672746;1143197,32;32164,62;3460,47;41555,1;1101642,23
298268;188458;712400,78;26171,12;3003,99;33194,12;679206,66
301740;383592;164750,4;5804,62;666,27;7592,9;157157,5
337260;68506;722234,5;19324,0;2029,02;27192,02;695042,48
7798;130173;551743,8;13471,0;1361,28;16993,28;534750,52
44502;663734;2313268,1;50215,0;4930,2;66080,2;2247187,9
162544;737095;2204699,22;49467,0;4856,76;62202,76;2142496,46
308331;525778;624303,72;17930,25;1986,12;26468,37;597835,35
3260;685730;1710138,55;33573,88;3341,01;45407,88;1664730,66
349263;455130;626738,3;12648,88;1227,21;16712,08;610026,22
380427;664749;321476,07;10991,12;1261,59;15619,72;305856,36
206640;446945;885727,2;27774,75;2988,18;36912,93;848814,27
213713;129071;882529,55;20211,25;2042,4;26742,65;855786,9
378134;737946;588197,54;11849,88;1149,69;14235,56;573961,98
186727;70721;437653,68;19423,5;2229,48;26657,98;410995,7
5786;213373;2003244,75;45787,5;4495,5;64259,0;1938985,75
29610;625963;680540,1;23761,88;2727,45;29947,32;650592,78
192202;7623;263892,72;5643,75;541,8;7072,55;256820,17
1018;212525;1051441,6;22990,0;2323,2;29347,2;1022094,4
101787;223733;252062,84;7249,38;745,65;9845,02;242217,82
177726;797059;1205284,8;30765,0;3164,4;39184,4;1166100,4
30853;10680;239350,8;13167,5;1511,4;18591,9;220758,9
120460;131178;1407715,2;30780,0;3110,4;39380,4;1368334,8
173804;442042;350493,05;12606,88;1447,05;16328,92;334164,13
158454;303577;225121,75;5516,0;579,18;7672,18;217449,57
229493;124855;153358,92;3817,12;410,67;4644,8;148714,12
9965;507065;2381402,8;52515,88;5225,97;69040,84;2312361,96
149240;694136;142449,43;3285,12;326,91;4173,04;138276,39
192022;67020;766596,76;19357,0;2144,16;29888,16;736708,6
343209;526560;489032,83;16407,62;1883,31;21475,94;467556,89
117217;615984;629488,08;14388,0;1412,64;18128,64;611359,44
7066;231865;393355,76;9082,0;917,76;11455,76;381900,0
1340;760400;1357235,36;38776,62;4171,83;51775,46;1305459,9
130118;380321;727981,42;24884,0;2612,82;31007,82;696973,6
32781;212552;747850,74;15618,75;1499,4;19537,15;728313,59
383929;276162;1176084,27;25787,75;2605,92;31153,67;1144930,6
16487;117945;897676,0;25646,88;2759,25;35026,12;862649,88
288920;164609;454208,6;11720,0;1230,6;15369,6;438839,0
395812;127657;1257954,72;26850,0;2577,6;33795,6;1224159,12
259298;774400;913871,88;25564,5;2831,76;33416,26;880455,62
190446;348570;545379,54;15964,38;1642,05;19987,42;525392,12
70568;462500;653136,8;21083,0;2268,24;26407,24;626729,56
111973;37194;1405438,32;30225,0;2901,6;38707,6;1366730,72
7930;566539;1440770,76;27618,75;2651,4;33978,15;1406792,61
251638;95816;742579,84;18544,0;1873,92;25020,92;717558,92
92403;340507;680830,86;17141,25;1763,1;22665,35;658165,51
90169;102673;2435518,26;47904,75;4647,78;60810,53;2374707,73
226405;336213;387487,5;12187,5;1350,0;16426,5;371061,0
349418;734305;3164651,36;60612,5;5818,8;74621,3;3090030,06
58850;414326;50633,55;2285,62;262,35;3032,97;47600,58
236766;755783;1756219,08;43736,0;4592,28;53166,28;1703052,8
32238;522767;2170420,0;47406,25;4717,5;60563,75;2109856,25
390746;495023;1604365,84;39077,5;4019,4;47297,9;1557067,94
106772;481372;397383,36;10648,0;1118,04;14329,04;383054,32
372453;687959;455030,7;10075,75;1002,66;12405,41;442625,29
394809;2166;98104,5;3214,25;368,94;4341,19;93763,31
83511;101641;1138831,2;28405,0;2870,4;39950,4;1098880,8
291740;734257;357949,68;10373,0;1190,64;14414,64;343535,04
90095;393408;1053560,44;25488,5;2575,68;32591,18;1020969,26
348697;601775;239751,0;5287,5;513,0;6816,5;232934,5
390086;356470;910506,13;20572,25;2078,88;28566,13;881940,0
218013;16313;1839980,73;37991,62;3780,63;49340,25;1790640,48
389506;338420;330935,55;7348,0;771,54;9514,54;321421,01
104083;673002;1334932,48;29422,0;2854,56;37387,56;1297544,92
285000;72643;3001889,28;64200,0;6163,2;80350,2;2921539,08
216065;768559;1045717,2;21780,0;2138,4;30849,4;1014867,8
29154;540026;40445,68;1357,0;155,76;1967,76;38477,92
165467;99391;778151,43;17481,38;1739,61;22693,98;755457,44
377066;610480;433788,08;17446,0;1932,48;24633,48;409154,6
169226;217109;281979,9;6274,88;675,09;8951,96;273027,94
242803;84645;1909789,35;52198,12;5194,35;69199,48;1840589,87
25087;772935;1632197,14;32882,38;3190,29;44315,66;1587881,48
141828;721103;1991439,78;40519,88;3931,29;51784,16;1939655,62
86609;333419;667178,56;18908,0;2034,24;25871,24;641307,32
128454;711006;2274946,5;45913,12;4454,55;64176,68;2210769,83
78829;109747;666297,04;14652,25;1421,58;18833,83;647463,21
72825;357018;529092,54;13979,25;1412,64;17878,89;511213,65
45808;718310;396518,38;17597,88;2019,93;23105,8;373412,58
329230;580481;651900,9;17080,0;1793,4;21163,4;630737,5
75530;462151;147929,04;3515,75;349,86;4699,61;143229,43
298337;268040;621471,6;23874,5;2644,56;35361,06;586110,54
273752;329247;232915,68;8892,0;984,96;11582,96;221332,72
203136;667375;1431314,56;30287,5;2907,6;35993,1;1395321,46
332965;532381;1274311,5;35289,38;3796,65;47344,02;1226967,48
110101;155911;209987,76;4617,75;448,02;5846,77;204140,99
135663;798628;2539546,02;52393,75;5029,8;63679,55;2475866,47
222068;415566;473702,15;17471,38;2005,41;24276,78;449425,37
140413;744527;520168,72;11466,5;1158,72;14331,22;505837,5
296587;217569;1337795,64;31088,25;3093,66;38708,91;1299086,73
69076;467361;2315327,04;48993,75;4703,4;65345,15;2249981,89
211414;288773;445101,73;11159,5;1095,66;15015,16;430086,57
159558;652078;1800326,0;34675,0;3328,8;45480,8;1754845,2
273434;752443;3254944,0;70000,0;6720,0;85782,0;3169162,0
344011;318265;218557,44;4488,0;440,64;6528,64;212028,8
176581;134296;1273993,8;28785,0;2908,8;38639,8;1235354,0
350592;423585;1243903,54;29103,25;2940,96;36025,21;1207878,33
173954;598229;1053968,48;24185,0;2487,6;33474,6;1020493,88
170321;287436;1781327,4;39765,0;3904,2;54149,2;1727178,2
310324;600235;1462808,25;32989,62;3282,87;42293,5;1420514,76
77652;22373;537644,25;17615,12;2021,91;21669,04;515975,22
228493;343749;2735437,3;60586,25;6122,4;75444,65;2659992,65
100894;799740;346557,16;17606,5;2020,92;25026,42;321530,74
223001;732398;335947,87;7221,12;718,59;9448,72;326499,15
362060;596414;1034786,2;28616,88;2943,45;35344,32;999441,88
16055;398242;558024,26;14012,75;1608,42;19716,17;538308,09
170659;240379;165430,02;4029,38;414,45;5042,82;160387,2
108252;355111;87573,75;3953,12;453,75;5043,88;82529,88
24667;439457;736211,1;16572,0;1740,06;20746,06;715465,04
308234;619647;447219,3;9619,5;944,46;12140,96;435078,34
81024;602405;508143,84;16601,0;1838,88;20532,88;487610,96
6122;316038;1333238,4;27495,0;2667,6;34985,6;1298252,8
304691;563492;662544,12;13481,25;1294,2;16868,45;645675,67
247610;128205;706659,6;15921,25;1544,7;21651,95;685007,65
74678;665691;2337419,42;55483,75;5706,9;68849,65;2268569,77
231061;248794;1032715,26;25013,5;2527,68;31871,18;1000844,08
100200;745486;2157097,88;43633,62;4233,39;57619,02;2099478,86
306932;645965;429254,4;9339,0;916,92;11233,92;418020,48
391675;404115;686414,68;15323,0;1504,44;20012,44;666402,24
181552;14140;546590,84;15319,25;1648,14;20387,39;526203,45
210704;184900;3101846,13;65785,5;6458,94;80631,44;3021214,69
257063;211022;1608342,9;45076,88;4849,65;56311,52;1552031,38
197268;575527;260778,56;8050,25;891,72;10427,97;250350,59
318445;410829;810203,48;17747,88;1766,13;23222,0;786981,48
261738;682678;354413,84;11891,0;1364,88;16652,88;337760,96
187323;375342;633255,66;21186,75;2346,84;29683,59;603572,07
370602;381075;2728331,07;58981,25;5662,2;77527,45;2650803,62
200300;84306;2173511,56;47634,5;4621,56;65208,06;2108303,5
297498;399384;2126967,92;44412,5;4263,6;58625,1;2068342,82
342760;80167;1144202,1;26812,0;2815,26;33722,26;1110479,84
192890;731994;1077911,46;26205,75;2648,16;33289,91;1044621,55
28037;439572;1641560,55;34280,62;3325,95;41481,57;1600078,98
48263;525574;451981,44;10742,0;1068,96;14995,96;436985,48
21630;559849;1861838,04;40942,88;3972,33;49935,2;1811902,84
102499;773868;740426,83;19308,25;2138,76;25231,01;715195,82
364911;547500;996223,32;28954,12;3323,43;38207,56;958015,76
12120;268222;1037976,28;25835,38;2779,53;35894,9;1002081,37
310908;165770;804210,42;20163,0;1979,64;26722,64;777487,78
311461;689917;1221429,33;30751,88;3163,05;41535,93;1179893,4
135700;310347;1193134,8;25562,5;2454,0;31451,5;1161683,3
67072;189676;1569459,2;35206,0;3787,68;44157,68;1525301,52
10180;308089;2277820,32;50028,0;4911,84;61832,84;2215987,48
223405;317766;231258,3;8495,62;975,15;11563,77;219694,53
323203;534048;309742,59;10962,25;1214,28;15103,53;294639,06
298780;520262;150712,1;5850,62;671,55;7849,18;142862,93
117827;408627;2126484,74;52333,75;5382,9;62903,65;2063581,09
12694;15559;1088542,56;34408,5;3701,88;44965,38;1043577,18
120279;798709;3299402,42;65393,75;6277,8;80293,55;3219108,87
74855;605772;2770535,5;58025,0;5697,0;71199,0;2699336,5
355457;426341;1879723,58;43544,38;4478,85;55697,22;1824026,36
308374;637723;633790,76;14892,5;1531,8;19222,3;614568,46
345942;67099;300193,6;12444,25;1378,44;16127,69;284065,91
87507;588093;1459861,75;36456,25;3684,0;48565,25;1411296,5
2720;675213;1086817,2;22413,12;2174,55;28659,68;1058157,52
167708;587335;2553997,74;55212,5;5300,4;67170,9;2486826,84
303798;626623;415117,0;9087,5;872,4;12052,9;403064,1
121606;247281;275558,06;5563,63;539,79;7392,42;268165,64
248292;632858;1047003,45;24369,38;2425,05;30957,42;1016046,02
305412;245800;1116367,6;26075,0;2682,0;33489,0;1082878,6
97455;356969;1485126,3;33363,75;3320,1;43265,85;1441860,45
